Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO1,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO2,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin3,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin4,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin5,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin6,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09_URL,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    D,ENG,VM,LC,NOV
        											",NA@Home LunchTime Meeting - 12 noon,,"Sydney, NSW",,,https://bluejeans.com/807001693,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://bluejeans.com/807001693&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    JT,ENG,VM,LD,VO
        											",The Wich Group,"We have medallions for those who have completed the Twelve Steps, you must have an NA sponsor to present this.","Los Angeles, CA",https://rb.gy/eh0o,"ID 263 386 705, Password: recovery",https://us02web.zoom.us/j/263386705?pwd=WHh2cytzb1I3Um1Wdk1CYnJZS0ZTQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/263386705?pwd=WHh2cytzb1I3Um1Wdk1CYnJZS0ZTQT09&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    RF,ENG,HY,VO
        											",The Get Down to It,,"210 N Jefferson Street, Nederland, CO, 80466",,ID 893 7194 1883 password: NAlove,https://us02web.zoom.us/j/89371941883,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89371941883&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    RF,SD,ENG,VM,VO
        											",Winner's Circle,,"Chicago, IL",,"ID 955 726 8705, password: winners",https://zoom.us/j/9557268705,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9557268705&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Hope In Recovery,,"Temple, TX",,Password: 0,https://zoom.us/j/7560478281?pwd=bkhtRlNxL3E3SnZCTU1oSFNHcHJNQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/7560478281?pwd=bkhtRlNxL3E3SnZCTU1oSFNHcHJNQT09&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    SD,ENG,PH
        											",The Bridge,,MD,,,"tel:667.770.1375, 887281#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=667.770.1375,%20887281#&choe=UTF-8&chld=L|0"
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    C,QA,ENG,VM,LD,VO
        											",The Journey Continues Book Study,,"Baltimore, MD",,ID: 766 897 8915 Password: 936489,https://us02web.zoom.us/j/7668978915?pwd=NnpobUl3NFozWVBkdlVXYVBzNW5CUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/7668978915?pwd=NnpobUl3NFozWVBkdlVXYVBzNW5CUT09&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    O,FD,ENG,VM,VO
        											",Courage to Change,Format: Five and Dime,"Merritt Island, FL",,,https://us02web.zoom.us/j/5276942259,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/5276942259&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:15 (9:15pm) EST,"
        							                    C,W,ENG,VM,LD,VO
        											",Therapeutic Value: Women's Literature Meeting,,"Manchester, NH",,password: 0000,https://us02web.zoom.us/j/88568305085?pwd=UGdOQURmY21qaUxtZDVrL1J3Rlordz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88568305085?pwd=UGdOQURmY21qaUxtZDVrL1J3Rlordz09&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:45 (9:45pm) EST,"
        							                    C,BT,D,To,ENG,VM,PH
        											",NA Infinity Group,Format: The Jorney Continues,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    C,D,JT,ENG,VM,VO
        											",Survivors Meeting,,Virtual,,password: 2022,https://us02web.zoom.us/j/8100799669,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8100799669&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    O,ENG,VM,VO
        											",Keep It Simple - NA Live,,"Palm Beach, FL",,,https://narcoticsanonymouslive.org/index.php/live-online-video-meetings,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://narcoticsanonymouslive.org/index.php/live-online-video-meetings&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",The Global Love Bus - International,Please Flash Video upon Entry,"Virtual, FL",,password: notrolls,https://zoom.us/j/4823114818,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/4823114818&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 21:00 (9:00pm) EST,"
        							                    C,ENG,VM,LC,VO
        											",The Matrix Group of NA,Format: Living Clean topic,"Reading, PA",,ID 293-843-1594/ For dial-in access #: 1-929-205-6099,https://zoom.us/j/2938431594,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/2938431594&choe=UTF-8&chld=L|0
Sunday,20:00 (8:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,IW,SG,ENG,VM,VO
        											",NAVOH Vision of Hope Group of NA,NUTS - Now Ur Taking Steps,"Frankfort, KY",,https://our-meeting-of-na.yolasite.com/,https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09&choe=UTF-8&chld=L|0
Sunday,20:05 (8:05pm) EST - 21:05 (9:05pm) EST,"
        							                    RF,ENG,VM
        											",East Lake Nokomis NA,,MN,,"ID 504 911 6789, Passcode: Recovery",https://zoom.us/j/5049116789,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5049116789&choe=UTF-8&chld=L|0
Sunday,20:15 (8:15pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,ENG,VM,LD,VO
        											",Join the Just For Today,,"Annapolis, MD",,,https://us04web.zoom.us/j/137812785,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/137812785&choe=UTF-8&chld=L|0
Sunday,20:30 (8:30pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,St,ENG,VM,VO
        											",Northwest Tucson Virtual Group,,"Phoenix, AZ",,,https://zoom.us/j/287515460,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/287515460&choe=UTF-8&chld=L|0
Sunday,20:30 (8:30pm) EST - 21:30 (9:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",A Whole New Deal,,"Denton, TX",,,https://us02web.zoom.us/j/697322230,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/697322230&choe=UTF-8&chld=L|0
Sunday,20:30 (8:30pm) EST - 22:00 (10:00pm) EST,"
        							                    C,B,RF,ENG,VM,VO
        											",Quarantine in Recovery Chicago,,"Chicago, IL",,"ID: 644 446 301, Password: 12345",https://zoom.us/j/644446301,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/644446301&choe=UTF-8&chld=L|0
Sunday,20:30 (8:30pm) EST - 22:00 (10:00pm) EST,"
        							                    O,ENG,VM,VO
        											",It Works - Temp,,"Nashville, TN",,password: 123456,https://us02web.zoom.us/j/73697656017?pwd=cXhGa3kvclFNd2ozOFVGcDhQS3FuQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/73697656017?pwd=cXhGa3kvclFNd2ozOFVGcDhQS3FuQT09&choe=UTF-8&chld=L|0
Sunday,20:45 (8:45pm) EST - 22:00 (10:00pm) EST,"
        							                    O,B,ENG,VM,VO
        											",Crazy NA Meeting,,"Santa Cruz, CA",,"ID 660 794 1973, Password: Roots2020",https://zoom.us/j/6607941973?pwd=oB1rvxKuuincIEC6iJhLew,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6607941973?pwd=oB1rvxKuuincIEC6iJhLew&choe=UTF-8&chld=L|0
Sunday,20:55 (8:55pm) EST - 22:25 (10:25pm) EST,"
        							                    C,RF,W,ENG,VM,VO
        											",The Ties That Bind Women's Meeting,,"Pittsburgh, PA",,"ID 799 5602 7901, password: jft123",https://us02web.zoom.us/j/79956027901,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/79956027901&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",QUARANTINED NA - California,,"Sonoma, CA",,"ID 166599938, Pass 408408",https://us02web.zoom.us/j/166599938?pwd=OU5MOG1NajFZU1VjMS9UcHJZUjRqQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/166599938?pwd=OU5MOG1NajFZU1VjMS9UcHJZUjRqQT09&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:15 (10:15pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",QUARANTINED NA - San Diego,,"San Diego, CA",,,https://zoom.us/j/6420833054,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6420833054&choe=UTF-8&chld=L|0
﻿Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,JT,RF,SD,ENG,VM,VO
        											",Santa Cruz Surfin' the Net For Recovery,,"Santa Cruz, CA",,password: 8675309,https://zoom.us/j/539393979,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/539393979&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    O,BT,D,ENG,HY,VO
        											",We Do Recover: Sunday Nights,,"3501 Hueco Ave, El Paso, TX, 79903",,,https://us02web.zoom.us/j/7178902088,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/7178902088&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery & Beyond Group,,"Mesa, AZ",,password: 245245,https://us02web.zoom.us/j/2452451993,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2452451993&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,D,ENG,VM,VO
        											",Life Happens,,"Calgary, AB",,Dial in: 587 328 1099 89767635990 #,https://us02web.zoom.us/j/89767635990,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89767635990&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Montana Rural Recovery Outreach,,MT,,password: 239532,https://zoom.us/j/321529143,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/321529143&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",Eastside NA,,"Dallas, TX",ACCESSIBILITY: Auto-generated captions,,https://us04web.zoom.us/j/8052711616,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/8052711616&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    JT,ENG,VM,VO
        											",Zooming Towards Recovery (ZTR),,"Minneapolis, MN",,ID: 601 532 2869 Passcode: zoom800,https://us02web.zoom.us/j/6015322869?pwd=RzFJQ0Z3RFNHZ21vdDAvT3BjWlBzZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6015322869?pwd=RzFJQ0Z3RFNHZ21vdDAvT3BjWlBzZz09&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,To,ENG,VM,VO
        											",There Seems to Be This Alternative,,"Tyler, TX",,,https://us02web.zoom.us/j/89919675450,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89919675450&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,BT,SD,BK,ENG,VM,VO
        											",Gratitude speaks,,"Chicago, IL",,password: KCB123,https://zoom.us/j/5605347763,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5605347763&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:15 (10:15pm) EST,"
        							                    O,D,RF,ENG,VM,VO
        											",Cloud 9,,"Williamsburg, VA",,password: 010978,https://us02web.zoom.us/j/485894793?pwd=K3BSWUNwYlhoR3g1Rk9Vc1R6VHFwUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/485894793?pwd=K3BSWUNwYlhoR3g1Rk9Vc1R6VHFwUT09&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:30 (10:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											", 9PM Zoom Meeting,,"Camden, NJ",Dial In 646-558-8656,password: 823289,https://zoom.us/j/5113817798,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5113817798&choe=UTF-8&chld=L|0
Sunday,21:00 (9:00pm) EST - 22:00 (10:00pm) EST,"
        							                    O,D,To,ENG,VM,VO
        											",Quarantined NA New York,,"New York City, NY",,Pw: quarantine,https://us06web.zoom.us/j/84360111351?pwd=UGRUSUdUL1lIMmZadUIwTXVDL01Gdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/84360111351?pwd=UGRUSUdUL1lIMmZadUIwTXVDL01Gdz09&choe=UTF-8&chld=L|0
Sunday,21:30 (9:30pm) EST - 22:45 (10:45pm) EST,"
        							                    O,B,ENG,VM
        											",The Door is Always Open,,"Sydney, NSW, 2000",,Meeting ID: 834 2787 1407 Passcode: 110422,https://us02web.zoom.us/j/83427871407?pwd=OUhmelBWNmdiTXpuTE5Jam90OVBKZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/83427871407?pwd=OUhmelBWNmdiTXpuTE5Jam90OVBKZz09&choe=UTF-8&chld=L|0
Sunday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",Sunday No-Frills Speaker - Temp,,"Los Angeles, CA",,,https://zoom.us/j/536101278,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/536101278&choe=UTF-8&chld=L|0
Sunday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,D,BK,ENG,VM,VO
        											",Recovery Warriors/SPAD,,"San Diego, CA",Format: A Spiritual Principle a Day book,ID 880 4124 0116 Passcode: 121212,https://us02web.zoom.us/j/88041240116,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88041240116&choe=UTF-8&chld=L|0
Sunday,21:30 (9:30pm) EST - 22:30 (10:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery is Possible of NA,,"Decatur, IL",,"ID 832 403 2401, password: 072121",https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:15 (11:15pm) EST,"
        							                    O,JT,ENG,VM,VO
        											",Recovery Salt Spring,,"Victoria, BC",,password: 256531,https://us02web.zoom.us/j/798548890?pwd=QXdrU1B4Z3cwTXg1ZzZpWGsvSjVvdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/798548890?pwd=QXdrU1B4Z3cwTXg1ZzZpWGsvSjVvdz09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",SSRNA NA Nightly,,"Reno, NV",,,https://zoom.us/j/412558013,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/412558013&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:30 (11:30pm) EST,"
        							                    O,RF,SD,ENG,VM,VO
        											",Rogue Redwood Area Of Narcotics Anonymous Online,"ID: 8083149169, Password: today","Redwood, CA",,http://www.rogueredwoodna.com,https://zoom.us/j/8083149169?pwd=N1crUWNacisrNlBHWXJrMDlzaEY3Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/8083149169?pwd=N1crUWNacisrNlBHWXJrMDlzaEY3Zz09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,ME,ENG,VM,VO
        											",Sonoma Online NA,,"Sonoma, CA",,ID: 215 310 190  pw: 1953,https://us02web.zoom.us/j/215310190?pwd=SnlXTkVnL0ttSTBZZFRyaUpOZGFLdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/215310190?pwd=SnlXTkVnL0ttSTBZZFRyaUpOZGFLdz09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",NA Meeting Makers,,"Virtual, WA",,password: 1111,https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/4030287724?pwd=ZE4xcFNma0RvU0hzMkcyZHVVVlpRUT09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,To,Ag,ENG,VM,VO,SCL
        											",Atheists Recover Too,,"Santa Cruz, CA",,Password: 8675309,https://zoom.us/j/92095286032,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/92095286032&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:30 (11:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",NAsickAF Covid-19,,"Orange, CA",,ID 768 374 8491,https://zoom.us/j/7683748491,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/7683748491&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,ENG,VM,LC,VO
        											",Dawgs of Recovery,,"Heber, UT",,https://sasquatchareana.org/meetings/,https://zoom.us/j/8403284032,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/8403284032&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Fort McMurray Serenity Meeting,,"Fort McMurray, Ontario",,,https://us02web.zoom.us/j/3534413560,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3534413560&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    C,D,SD,ENG,VM,VO
        											",Story Time,,"Kansas City, MO",,"ID 83406509408, Password: 62Recovery",https://us02web.zoom.us/j/83406509408?pwd=bFh1dThHTmFKWk14dFBWekovYVNqdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/83406509408?pwd=bFh1dThHTmFKWk14dFBWekovYVNqdz09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 00:00 (12:00am) EST,"
        							                    O,ENG,VM,LD,VO
        											",NAVOH Vision of Hope Group of NA,Lingering with the Literatures,Ontario,,https://our-meeting-of-na.yolasite.com/,https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6164984164?pwd=ZXpMeHYvbm1mbElMcXZJcVF2eS9rUT09&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,St,ENG,VM,VO
        											",Funcoast NA meeting,,"Tampa, FL",,,https://zoom.us/j/4927134011,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/4927134011&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:30 (11:30pm) EST,"
        							                    C,SD,ENG,PH
        											",We Do Recover - ICC-6,,NY,,http://www.nabyphone.com/international.html,"tel:607.325.2638, 334084#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=607.325.2638,%20334084#&choe=UTF-8&chld=L|0"
Sunday,22:00 (10:00pm) EST - 23:45 (11:45pm) EST,"
        							                    C,B,D,St,Tr,ENG,VM,PH
        											",NA Infinity Group,"Format: Beginners, Steps & Traditions  1-2-3",MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,ENG,VM,VO
        											",Sunday Gratitude - NA Live,,"Palm Beach, FL",,,https://narcoticsanonymouslive.org/index.php/live-online-video-meetings,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://narcoticsanonymouslive.org/index.php/live-online-video-meetings&choe=UTF-8&chld=L|0
Sunday,22:00 (10:00pm) EST - 23:00 (11:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Late Night Infectious Recovery,,"West Chester, PA",,,https://zoom.us/j/867161320,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/867161320&choe=UTF-8&chld=L|0
Sunday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,B,ENG,VM,VO
        											",Bali International Connection,,"Denpasar, Bali",,password: RECOVERY,https://zoom.us/j/86045111482,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/86045111482&choe=UTF-8&chld=L|0
Sunday,22:30 (10:30pm) EST - 23:30 (11:30pm) EST,"
        							                    O,To,ENG,VM,LD,VO
        											",Okanagan Group of NA,Meeting ID 885 7638 0024,Topic - Grey Book Reflections,,Zoom local dial-in number: https://us02web.zoom.us/u/kbiYvoH58X,https://us02web.zoom.us/j/88576380024,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88576380024&choe=UTF-8&chld=L|0
